FoldPair,File,recall_only_fold1,recall_only_fold2,cluster_num
5wrgC_1wyyB,msa_t__ShallowMsa_002.npy,0.23,0.12,002
5wrgC_1wyyB,msa_t__ShallowMsa_006.npy,0.25,0.15,006
5wrgC_1wyyB,msa_t__ShallowMsa_007.npy,0.25,0.12,007
5wrgC_1wyyB,msa_t__ShallowMsa_005.npy,0.36,0.18,005
5wrgC_1wyyB,msa_t__ShallowMsa_004.npy,0.31,0.2,004
4gqcB_4gqcC,msa_t__ShallowMsa_000.npy,0.09,0.45,000
4gqcB_4gqcC,msa_t__ShallowMsa_001.npy,0.12,0.38,001
3lqcA_1xntA,msa_t__ShallowMsa_000.npy,0.09,0.02,000
3lqcA_1xntA,msa_t__ShallowMsa_014.npy,0.02,0,014
3lqcA_1xntA,msa_t__ShallowMsa_015.npy,0.01,0,015
3lqcA_1xntA,msa_t__ShallowMsa_001.npy,0.14,0.02,001
3lqcA_1xntA,msa_t__ShallowMsa_017.npy,0.02,0.01,017
3lqcA_1xntA,msa_t__ShallowMsa_003.npy,0,0,003
3lqcA_1xntA,msa_t__ShallowMsa_002.npy,0.04,0.01,002
3lqcA_1xntA,msa_t__ShallowMsa_016.npy,0.01,0.01,016
3lqcA_1xntA,msa_t__ShallowMsa_012.npy,0.01,0.02,012
3lqcA_1xntA,msa_t__ShallowMsa_006.npy,0.04,0.01,006
3lqcA_1xntA,msa_t__ShallowMsa_007.npy,0.01,0,007
3lqcA_1xntA,msa_t__ShallowMsa_013.npy,0,0,013
3lqcA_1xntA,msa_t__ShallowMsa_005.npy,0.07,0.01,005
3lqcA_1xntA,msa_t__ShallowMsa_011.npy,0.02,0.01,011
3lqcA_1xntA,msa_t__ShallowMsa_010.npy,0,0,010
3lqcA_1xntA,msa_t__ShallowMsa_004.npy,0.1,0.04,004
3lqcA_1xntA,msa_t__ShallowMsa_021.npy,0.04,0.02,021
3lqcA_1xntA,msa_t__ShallowMsa_009.npy,0.09,0.04,009
3lqcA_1xntA,msa_t__ShallowMsa_008.npy,0.01,0,008
3lqcA_1xntA,msa_t__ShallowMsa_020.npy,0.08,0.05,020
3lqcA_1xntA,msa_t__ShallowMsa_022.npy,0.02,0.01,022
3lqcA_1xntA,msa_t__ShallowMsa_023.npy,0.07,0.03,023
3lqcA_1xntA,msa_t__ShallowMsa_026.npy,0.01,0.01,026
3lqcA_1xntA,msa_t__ShallowMsa_018.npy,0,0,018
3lqcA_1xntA,msa_t__ShallowMsa_024.npy,0,0,024
3lqcA_1xntA,msa_t__ShallowMsa_025.npy,0,0,025
3lqcA_1xntA,msa_t__ShallowMsa_019.npy,0,0,019
4yhdG_7ahlE,msa_t__ShallowMsa_000.npy,0.13,0.01,000
4yhdG_7ahlE,msa_t__ShallowMsa_001.npy,0.05,0.01,001
4yhdG_7ahlE,msa_t__ShallowMsa_003.npy,0.06,0.01,003
4yhdG_7ahlE,msa_t__ShallowMsa_002.npy,0.03,0,002
4yhdG_7ahlE,msa_t__ShallowMsa_006.npy,0.18,0.01,006
4yhdG_7ahlE,msa_t__ShallowMsa_007.npy,0.13,0.01,007
4yhdG_7ahlE,msa_t__ShallowMsa_005.npy,0.17,0.01,005
4yhdG_7ahlE,msa_t__ShallowMsa_004.npy,0.06,0.02,004
4yhdG_7ahlE,msa_t__ShallowMsa_008.npy,0.11,0.01,008
1xezA_3o44A,msa_t__ShallowMsa_000.npy,0.07,0.1,000
1xezA_3o44A,msa_t__ShallowMsa_001.npy,0.02,0.04,001
1xezA_3o44A,msa_t__ShallowMsa_003.npy,0.05,0.07,003
1xezA_3o44A,msa_t__ShallowMsa_002.npy,0.11,0.14,002
3g0hA_3ewsB,msa_t__ShallowMsa_000.npy,0.1,0.04,000
3g0hA_3ewsB,msa_t__ShallowMsa_014.npy,0.22,0.09,014
3g0hA_3ewsB,msa_t__ShallowMsa_028.npy,0.23,0.09,028
3g0hA_3ewsB,msa_t__ShallowMsa_029.npy,0.14,0.06,029
3g0hA_3ewsB,msa_t__ShallowMsa_015.npy,0.18,0.08,015
3g0hA_3ewsB,msa_t__ShallowMsa_001.npy,0.17,0.09,001
3g0hA_3ewsB,msa_t__ShallowMsa_017.npy,0.2,0.1,017
3g0hA_3ewsB,msa_t__ShallowMsa_003.npy,0.02,0.01,003
3g0hA_3ewsB,msa_t__ShallowMsa_002.npy,0.18,0.09,002
3g0hA_3ewsB,msa_t__ShallowMsa_016.npy,0.23,0.1,016
3g0hA_3ewsB,msa_t__ShallowMsa_012.npy,0.22,0.11,012
3g0hA_3ewsB,msa_t__ShallowMsa_006.npy,0.18,0.08,006
3g0hA_3ewsB,msa_t__ShallowMsa_007.npy,0.21,0.09,007
3g0hA_3ewsB,msa_t__ShallowMsa_013.npy,0.18,0.08,013
3g0hA_3ewsB,msa_t__ShallowMsa_039.npy,0.07,0.04,039
3g0hA_3ewsB,msa_t__ShallowMsa_005.npy,0.32,0.14,005
3g0hA_3ewsB,msa_t__ShallowMsa_011.npy,0.18,0.06,011
3g0hA_3ewsB,msa_t__ShallowMsa_010.npy,0.24,0.09,010
3g0hA_3ewsB,msa_t__ShallowMsa_004.npy,0.17,0.08,004
3g0hA_3ewsB,msa_t__ShallowMsa_038.npy,0.24,0.09,038
3g0hA_3ewsB,msa_t__ShallowMsa_063.npy,0.02,0.01,063
3g0hA_3ewsB,msa_t__ShallowMsa_077.npy,0.18,0.07,077
3g0hA_3ewsB,msa_t__ShallowMsa_088.npy,0.19,0.07,088
3g0hA_3ewsB,msa_t__ShallowMsa_089.npy,0.19,0.07,089
3g0hA_3ewsB,msa_t__ShallowMsa_076.npy,0.25,0.1,076
3g0hA_3ewsB,msa_t__ShallowMsa_062.npy,0.02,0.01,062
3g0hA_3ewsB,msa_t__ShallowMsa_074.npy,0.26,0.09,074
3g0hA_3ewsB,msa_t__ShallowMsa_060.npy,0.01,0.01,060
3g0hA_3ewsB,msa_t__ShallowMsa_048.npy,0.06,0.03,048
3g0hA_3ewsB,msa_t__ShallowMsa_049.npy,0.06,0.03,049
3g0hA_3ewsB,msa_t__ShallowMsa_061.npy,0.18,0.08,061
3g0hA_3ewsB,msa_t__ShallowMsa_075.npy,0.24,0.08,075
3g0hA_3ewsB,msa_t__ShallowMsa_059.npy,0.01,0.01,059
3g0hA_3ewsB,msa_t__ShallowMsa_071.npy,0.26,0.11,071
3g0hA_3ewsB,msa_t__ShallowMsa_065.npy,0.02,0.02,065
3g0hA_3ewsB,msa_t__ShallowMsa_064.npy,0.16,0.05,064
3g0hA_3ewsB,msa_t__ShallowMsa_070.npy,0.18,0.06,070
3g0hA_3ewsB,msa_t__ShallowMsa_058.npy,0.06,0.04,058
3g0hA_3ewsB,msa_t__ShallowMsa_066.npy,0.01,0.01,066
3g0hA_3ewsB,msa_t__ShallowMsa_072.npy,0.19,0.07,072
3g0hA_3ewsB,msa_t__ShallowMsa_073.npy,0.25,0.09,073
3g0hA_3ewsB,msa_t__ShallowMsa_067.npy,0.02,0.01,067
3g0hA_3ewsB,msa_t__ShallowMsa_042.npy,0.08,0.05,042
3g0hA_3ewsB,msa_t__ShallowMsa_056.npy,0.01,0,056
3g0hA_3ewsB,msa_t__ShallowMsa_081.npy,0.18,0.07,081
3g0hA_3ewsB,msa_t__ShallowMsa_080.npy,0.24,0.09,080
3g0hA_3ewsB,msa_t__ShallowMsa_057.npy,0.18,0.07,057
3g0hA_3ewsB,msa_t__ShallowMsa_043.npy,0.07,0.03,043
3g0hA_3ewsB,msa_t__ShallowMsa_055.npy,0.06,0.04,055
3g0hA_3ewsB,msa_t__ShallowMsa_041.npy,0.08,0.05,041
3g0hA_3ewsB,msa_t__ShallowMsa_069.npy,0.17,0.06,069
3g0hA_3ewsB,msa_t__ShallowMsa_082.npy,0.21,0.07,082
3g0hA_3ewsB,msa_t__ShallowMsa_083.npy,0.25,0.07,083
3g0hA_3ewsB,msa_t__ShallowMsa_068.npy,0.18,0.08,068
3g0hA_3ewsB,msa_t__ShallowMsa_040.npy,0.07,0.04,040
3g0hA_3ewsB,msa_t__ShallowMsa_054.npy,0.04,0.03,054
3g0hA_3ewsB,msa_t__ShallowMsa_078.npy,0.2,0.07,078
3g0hA_3ewsB,msa_t__ShallowMsa_050.npy,0.06,0.04,050
3g0hA_3ewsB,msa_t__ShallowMsa_044.npy,0.06,0.03,044
3g0hA_3ewsB,msa_t__ShallowMsa_087.npy,0.27,0.11,087
3g0hA_3ewsB,msa_t__ShallowMsa_086.npy,0.19,0.08,086
3g0hA_3ewsB,msa_t__ShallowMsa_045.npy,0.11,0.05,045
3g0hA_3ewsB,msa_t__ShallowMsa_051.npy,0.07,0.03,051
3g0hA_3ewsB,msa_t__ShallowMsa_079.npy,0.21,0.09,079
3g0hA_3ewsB,msa_t__ShallowMsa_047.npy,0.08,0.04,047
3g0hA_3ewsB,msa_t__ShallowMsa_053.npy,0.08,0.04,053
3g0hA_3ewsB,msa_t__ShallowMsa_084.npy,0.18,0.07,084
3g0hA_3ewsB,msa_t__ShallowMsa_090.npy,0.22,0.08,090
3g0hA_3ewsB,msa_t__ShallowMsa_091.npy,0.24,0.1,091
3g0hA_3ewsB,msa_t__ShallowMsa_085.npy,0.21,0.07,085
3g0hA_3ewsB,msa_t__ShallowMsa_052.npy,0.05,0.03,052
3g0hA_3ewsB,msa_t__ShallowMsa_046.npy,0.22,0.09,046
3g0hA_3ewsB,msa_t__ShallowMsa_021.npy,0.1,0.06,021
3g0hA_3ewsB,msa_t__ShallowMsa_035.npy,0.11,0.04,035
3g0hA_3ewsB,msa_t__ShallowMsa_009.npy,0.29,0.11,009
3g0hA_3ewsB,msa_t__ShallowMsa_008.npy,0.22,0.09,008
3g0hA_3ewsB,msa_t__ShallowMsa_034.npy,0.21,0.09,034
3g0hA_3ewsB,msa_t__ShallowMsa_020.npy,0.2,0.08,020
3g0hA_3ewsB,msa_t__ShallowMsa_036.npy,0.07,0.05,036
3g0hA_3ewsB,msa_t__ShallowMsa_022.npy,0.17,0.07,022
3g0hA_3ewsB,msa_t__ShallowMsa_023.npy,0.18,0.05,023
3g0hA_3ewsB,msa_t__ShallowMsa_037.npy,0.05,0.03,037
3g0hA_3ewsB,msa_t__ShallowMsa_033.npy,0.15,0.06,033
3g0hA_3ewsB,msa_t__ShallowMsa_027.npy,0.24,0.08,027
3g0hA_3ewsB,msa_t__ShallowMsa_026.npy,0.23,0.1,026
3g0hA_3ewsB,msa_t__ShallowMsa_032.npy,0.17,0.08,032
3g0hA_3ewsB,msa_t__ShallowMsa_018.npy,0.24,0.12,018
3g0hA_3ewsB,msa_t__ShallowMsa_024.npy,0.17,0.08,024
3g0hA_3ewsB,msa_t__ShallowMsa_030.npy,0.08,0.03,030
3g0hA_3ewsB,msa_t__ShallowMsa_031.npy,0.16,0.08,031
3g0hA_3ewsB,msa_t__ShallowMsa_025.npy,0.24,0.1,025
3g0hA_3ewsB,msa_t__ShallowMsa_019.npy,0.2,0.06,019
3v0tA_3uyiA,msa_t__ShallowMsa_000.npy,0.26,0.04,000
3v0tA_3uyiA,msa_t__ShallowMsa_014.npy,0.29,0.03,014
3v0tA_3uyiA,msa_t__ShallowMsa_028.npy,0.35,0.03,028
3v0tA_3uyiA,msa_t__ShallowMsa_029.npy,0.33,0.04,029
3v0tA_3uyiA,msa_t__ShallowMsa_015.npy,0.25,0.03,015
3v0tA_3uyiA,msa_t__ShallowMsa_001.npy,0.33,0.03,001
3v0tA_3uyiA,msa_t__ShallowMsa_017.npy,0.37,0.04,017
3v0tA_3uyiA,msa_t__ShallowMsa_003.npy,0.35,0.04,003
3v0tA_3uyiA,msa_t__ShallowMsa_002.npy,0.36,0.04,002
3v0tA_3uyiA,msa_t__ShallowMsa_016.npy,0.28,0.04,016
3v0tA_3uyiA,msa_t__ShallowMsa_012.npy,0.35,0.05,012
3v0tA_3uyiA,msa_t__ShallowMsa_006.npy,0.29,0.03,006
3v0tA_3uyiA,msa_t__ShallowMsa_007.npy,0.32,0.03,007
3v0tA_3uyiA,msa_t__ShallowMsa_013.npy,0.26,0.03,013
3v0tA_3uyiA,msa_t__ShallowMsa_039.npy,0.31,0.03,039
3v0tA_3uyiA,msa_t__ShallowMsa_005.npy,0.37,0.03,005
3v0tA_3uyiA,msa_t__ShallowMsa_011.npy,0.38,0.03,011
3v0tA_3uyiA,msa_t__ShallowMsa_010.npy,0.25,0.05,010
3v0tA_3uyiA,msa_t__ShallowMsa_004.npy,0.42,0.03,004
3v0tA_3uyiA,msa_t__ShallowMsa_038.npy,0.34,0.03,038
3v0tA_3uyiA,msa_t__ShallowMsa_063.npy,0.2,0.03,063
3v0tA_3uyiA,msa_t__ShallowMsa_077.npy,0.16,0.04,077
3v0tA_3uyiA,msa_t__ShallowMsa_088.npy,0.07,0.04,088
3v0tA_3uyiA,msa_t__ShallowMsa_103.npy,0.22,0.04,103
3v0tA_3uyiA,msa_t__ShallowMsa_102.npy,0.18,0.02,102
3v0tA_3uyiA,msa_t__ShallowMsa_089.npy,0.21,0.03,089
3v0tA_3uyiA,msa_t__ShallowMsa_076.npy,0.17,0.04,076
3v0tA_3uyiA,msa_t__ShallowMsa_062.npy,0.14,0.03,062
3v0tA_3uyiA,msa_t__ShallowMsa_074.npy,0.16,0.02,074
3v0tA_3uyiA,msa_t__ShallowMsa_060.npy,0.17,0.03,060
3v0tA_3uyiA,msa_t__ShallowMsa_048.npy,0.34,0.02,048
3v0tA_3uyiA,msa_t__ShallowMsa_100.npy,0.19,0.02,100
3v0tA_3uyiA,msa_t__ShallowMsa_101.npy,0.25,0.05,101
3v0tA_3uyiA,msa_t__ShallowMsa_049.npy,0.38,0.05,049
3v0tA_3uyiA,msa_t__ShallowMsa_061.npy,0.15,0.03,061
3v0tA_3uyiA,msa_t__ShallowMsa_075.npy,0.19,0.06,075
3v0tA_3uyiA,msa_t__ShallowMsa_059.npy,0.19,0.02,059
3v0tA_3uyiA,msa_t__ShallowMsa_071.npy,0.26,0.05,071
3v0tA_3uyiA,msa_t__ShallowMsa_065.npy,0.28,0.05,065
3v0tA_3uyiA,msa_t__ShallowMsa_104.npy,0.22,0.05,104
3v0tA_3uyiA,msa_t__ShallowMsa_064.npy,0.2,0.03,064
3v0tA_3uyiA,msa_t__ShallowMsa_070.npy,0.19,0.02,070
3v0tA_3uyiA,msa_t__ShallowMsa_058.npy,0.21,0.05,058
3v0tA_3uyiA,msa_t__ShallowMsa_066.npy,0.24,0.02,066
3v0tA_3uyiA,msa_t__ShallowMsa_072.npy,0.21,0.01,072
3v0tA_3uyiA,msa_t__ShallowMsa_099.npy,0.21,0.02,099
3v0tA_3uyiA,msa_t__ShallowMsa_098.npy,0.23,0.03,098
3v0tA_3uyiA,msa_t__ShallowMsa_073.npy,0.15,0.04,073
3v0tA_3uyiA,msa_t__ShallowMsa_067.npy,0.15,0.03,067
3v0tA_3uyiA,msa_t__ShallowMsa_042.npy,0.36,0.05,042
3v0tA_3uyiA,msa_t__ShallowMsa_056.npy,0.24,0.04,056
3v0tA_3uyiA,msa_t__ShallowMsa_081.npy,0.25,0.03,081
3v0tA_3uyiA,msa_t__ShallowMsa_095.npy,0.2,0.03,095
3v0tA_3uyiA,msa_t__ShallowMsa_094.npy,0.16,0.03,094
3v0tA_3uyiA,msa_t__ShallowMsa_080.npy,0.22,0.01,080
3v0tA_3uyiA,msa_t__ShallowMsa_057.npy,0.23,0.03,057
3v0tA_3uyiA,msa_t__ShallowMsa_043.npy,0.28,0.06,043
3v0tA_3uyiA,msa_t__ShallowMsa_055.npy,0.37,0.03,055
3v0tA_3uyiA,msa_t__ShallowMsa_041.npy,0.3,0.04,041
3v0tA_3uyiA,msa_t__ShallowMsa_069.npy,0.29,0.03,069
3v0tA_3uyiA,msa_t__ShallowMsa_096.npy,0.21,0.03,096
3v0tA_3uyiA,msa_t__ShallowMsa_082.npy,0.2,0.01,082
3v0tA_3uyiA,msa_t__ShallowMsa_083.npy,0.2,0.03,083
3v0tA_3uyiA,msa_t__ShallowMsa_097.npy,0.16,0.02,097
3v0tA_3uyiA,msa_t__ShallowMsa_068.npy,0.25,0.05,068
3v0tA_3uyiA,msa_t__ShallowMsa_040.npy,0.33,0.08,040
3v0tA_3uyiA,msa_t__ShallowMsa_054.npy,0.35,0.03,054
3v0tA_3uyiA,msa_t__ShallowMsa_078.npy,0.15,0.02,078
3v0tA_3uyiA,msa_t__ShallowMsa_050.npy,0.32,0.02,050
3v0tA_3uyiA,msa_t__ShallowMsa_044.npy,0.35,0.02,044
3v0tA_3uyiA,msa_t__ShallowMsa_093.npy,0.24,0.05,093
3v0tA_3uyiA,msa_t__ShallowMsa_087.npy,0.04,0.01,087
3v0tA_3uyiA,msa_t__ShallowMsa_086.npy,0.2,0.02,086
3v0tA_3uyiA,msa_t__ShallowMsa_092.npy,0.22,0.03,092
3v0tA_3uyiA,msa_t__ShallowMsa_045.npy,0.3,0.04,045
3v0tA_3uyiA,msa_t__ShallowMsa_051.npy,0.25,0.03,051
3v0tA_3uyiA,msa_t__ShallowMsa_079.npy,0.28,0.04,079
3v0tA_3uyiA,msa_t__ShallowMsa_047.npy,0.24,0.03,047
3v0tA_3uyiA,msa_t__ShallowMsa_053.npy,0.29,0.03,053
3v0tA_3uyiA,msa_t__ShallowMsa_084.npy,0.27,0.03,084
3v0tA_3uyiA,msa_t__ShallowMsa_090.npy,0.25,0.05,090
3v0tA_3uyiA,msa_t__ShallowMsa_091.npy,0.18,0.03,091
3v0tA_3uyiA,msa_t__ShallowMsa_085.npy,0.23,0.04,085
3v0tA_3uyiA,msa_t__ShallowMsa_052.npy,0.32,0.06,052
3v0tA_3uyiA,msa_t__ShallowMsa_046.npy,0.25,0.04,046
3v0tA_3uyiA,msa_t__ShallowMsa_021.npy,0.32,0.05,021
3v0tA_3uyiA,msa_t__ShallowMsa_035.npy,0.33,0.03,035
3v0tA_3uyiA,msa_t__ShallowMsa_009.npy,0.39,0.03,009
3v0tA_3uyiA,msa_t__ShallowMsa_008.npy,0.36,0.02,008
3v0tA_3uyiA,msa_t__ShallowMsa_034.npy,0.32,0.03,034
3v0tA_3uyiA,msa_t__ShallowMsa_020.npy,0.36,0.02,020
3v0tA_3uyiA,msa_t__ShallowMsa_036.npy,0.27,0.04,036
3v0tA_3uyiA,msa_t__ShallowMsa_022.npy,0.36,0.02,022
3v0tA_3uyiA,msa_t__ShallowMsa_023.npy,0.26,0.02,023
3v0tA_3uyiA,msa_t__ShallowMsa_037.npy,0.28,0.03,037
3v0tA_3uyiA,msa_t__ShallowMsa_033.npy,0.22,0.03,033
3v0tA_3uyiA,msa_t__ShallowMsa_027.npy,0.41,0.01,027
3v0tA_3uyiA,msa_t__ShallowMsa_026.npy,0.31,0.04,026
3v0tA_3uyiA,msa_t__ShallowMsa_032.npy,0.36,0.04,032
3v0tA_3uyiA,msa_t__ShallowMsa_018.npy,0.35,0.03,018
3v0tA_3uyiA,msa_t__ShallowMsa_024.npy,0.39,0.04,024
3v0tA_3uyiA,msa_t__ShallowMsa_030.npy,0.32,0.03,030
3v0tA_3uyiA,msa_t__ShallowMsa_031.npy,0.27,0.02,031
3v0tA_3uyiA,msa_t__ShallowMsa_025.npy,0.36,0.04,025
3v0tA_3uyiA,msa_t__ShallowMsa_019.npy,0.28,0.05,019
2p3vD_2p3vA,msa_t__ShallowMsa_000.npy,0.09,0.24,000
2p3vD_2p3vA,msa_t__ShallowMsa_001.npy,0.12,0.29,001
2p3vD_2p3vA,msa_t__ShallowMsa_002.npy,0.16,0.21,002
4dxrA_4dxtA,msa_t__ShallowMsa_000.npy,0.09,0.08,000
4dxrA_4dxtA,msa_t__ShallowMsa_014.npy,0.09,0.05,014
4dxrA_4dxtA,msa_t__ShallowMsa_028.npy,0.02,0.03,028
4dxrA_4dxtA,msa_t__ShallowMsa_029.npy,0,0,029
4dxrA_4dxtA,msa_t__ShallowMsa_015.npy,0.24,0.24,015
4dxrA_4dxtA,msa_t__ShallowMsa_001.npy,0.2,0.11,001
4dxrA_4dxtA,msa_t__ShallowMsa_017.npy,0.27,0.19,017
4dxrA_4dxtA,msa_t__ShallowMsa_003.npy,0.11,0.15,003
4dxrA_4dxtA,msa_t__ShallowMsa_002.npy,0.07,0.26,002
4dxrA_4dxtA,msa_t__ShallowMsa_016.npy,0.16,0.16,016
4dxrA_4dxtA,msa_t__ShallowMsa_012.npy,0.4,0.03,012
4dxrA_4dxtA,msa_t__ShallowMsa_006.npy,0.13,0.08,006
4dxrA_4dxtA,msa_t__ShallowMsa_007.npy,0.27,0.24,007
4dxrA_4dxtA,msa_t__ShallowMsa_013.npy,0.04,0,013
4dxrA_4dxtA,msa_t__ShallowMsa_039.npy,0.31,0.06,039
4dxrA_4dxtA,msa_t__ShallowMsa_005.npy,0.07,0.08,005
4dxrA_4dxtA,msa_t__ShallowMsa_011.npy,0.09,0.18,011
4dxrA_4dxtA,msa_t__ShallowMsa_010.npy,0.11,0.26,010
4dxrA_4dxtA,msa_t__ShallowMsa_004.npy,0.11,0.23,004
4dxrA_4dxtA,msa_t__ShallowMsa_038.npy,0.24,0.03,038
4dxrA_4dxtA,msa_t__ShallowMsa_048.npy,0.18,0.02,048
4dxrA_4dxtA,msa_t__ShallowMsa_049.npy,0,0.02,049
4dxrA_4dxtA,msa_t__ShallowMsa_042.npy,0.36,0.03,042
4dxrA_4dxtA,msa_t__ShallowMsa_056.npy,0,0,056
4dxrA_4dxtA,msa_t__ShallowMsa_057.npy,0,0,057
4dxrA_4dxtA,msa_t__ShallowMsa_043.npy,0.09,0.06,043
4dxrA_4dxtA,msa_t__ShallowMsa_055.npy,0,0,055
4dxrA_4dxtA,msa_t__ShallowMsa_041.npy,0.18,0.24,041
4dxrA_4dxtA,msa_t__ShallowMsa_040.npy,0.36,0.13,040
4dxrA_4dxtA,msa_t__ShallowMsa_054.npy,0,0,054
4dxrA_4dxtA,msa_t__ShallowMsa_050.npy,0,0,050
4dxrA_4dxtA,msa_t__ShallowMsa_044.npy,0.07,0.03,044
4dxrA_4dxtA,msa_t__ShallowMsa_045.npy,0,0,045
4dxrA_4dxtA,msa_t__ShallowMsa_051.npy,0,0,051
4dxrA_4dxtA,msa_t__ShallowMsa_047.npy,0.13,0.08,047
4dxrA_4dxtA,msa_t__ShallowMsa_053.npy,0,0.02,053
4dxrA_4dxtA,msa_t__ShallowMsa_052.npy,0,0,052
4dxrA_4dxtA,msa_t__ShallowMsa_046.npy,0.04,0.02,046
4dxrA_4dxtA,msa_t__ShallowMsa_021.npy,0.11,0.05,021
4dxrA_4dxtA,msa_t__ShallowMsa_035.npy,0.13,0.02,035
4dxrA_4dxtA,msa_t__ShallowMsa_009.npy,0.16,0.21,009
4dxrA_4dxtA,msa_t__ShallowMsa_008.npy,0.07,0.23,008
4dxrA_4dxtA,msa_t__ShallowMsa_034.npy,0.11,0.02,034
4dxrA_4dxtA,msa_t__ShallowMsa_020.npy,0.07,0.24,020
4dxrA_4dxtA,msa_t__ShallowMsa_036.npy,0.22,0.05,036
4dxrA_4dxtA,msa_t__ShallowMsa_022.npy,0.04,0.13,022
4dxrA_4dxtA,msa_t__ShallowMsa_023.npy,0.07,0.05,023
4dxrA_4dxtA,msa_t__ShallowMsa_037.npy,0.11,0.05,037
4dxrA_4dxtA,msa_t__ShallowMsa_033.npy,0.13,0.13,033
4dxrA_4dxtA,msa_t__ShallowMsa_027.npy,0,0.02,027
4dxrA_4dxtA,msa_t__ShallowMsa_026.npy,0.13,0.06,026
4dxrA_4dxtA,msa_t__ShallowMsa_032.npy,0.11,0.23,032
4dxrA_4dxtA,msa_t__ShallowMsa_018.npy,0.16,0.15,018
4dxrA_4dxtA,msa_t__ShallowMsa_024.npy,0.09,0.05,024
4dxrA_4dxtA,msa_t__ShallowMsa_030.npy,0.07,0.16,030
4dxrA_4dxtA,msa_t__ShallowMsa_031.npy,0.07,0.06,031
4dxrA_4dxtA,msa_t__ShallowMsa_025.npy,0,0,025
4dxrA_4dxtA,msa_t__ShallowMsa_019.npy,0.16,0.15,019
3lowA_3m1bF,msa_t__ShallowMsa_000.npy,0.27,0.17,000
3lowA_3m1bF,msa_t__ShallowMsa_014.npy,0.27,0.23,014
3lowA_3m1bF,msa_t__ShallowMsa_028.npy,0.23,0.11,028
3lowA_3m1bF,msa_t__ShallowMsa_029.npy,0.05,0.05,029
3lowA_3m1bF,msa_t__ShallowMsa_015.npy,0.05,0.21,015
3lowA_3m1bF,msa_t__ShallowMsa_001.npy,0.23,0.27,001
3lowA_3m1bF,msa_t__ShallowMsa_017.npy,0.09,0.21,017
3lowA_3m1bF,msa_t__ShallowMsa_003.npy,0.36,0.4,003
3lowA_3m1bF,msa_t__ShallowMsa_002.npy,0.36,0.11,002
3lowA_3m1bF,msa_t__ShallowMsa_016.npy,0.27,0.08,016
3lowA_3m1bF,msa_t__ShallowMsa_012.npy,0.09,0.34,012
3lowA_3m1bF,msa_t__ShallowMsa_006.npy,0.27,0.17,006
3lowA_3m1bF,msa_t__ShallowMsa_007.npy,0.18,0.17,007
3lowA_3m1bF,msa_t__ShallowMsa_013.npy,0.18,0.32,013
3lowA_3m1bF,msa_t__ShallowMsa_039.npy,0.32,0.2,039
3lowA_3m1bF,msa_t__ShallowMsa_005.npy,0.27,0.24,005
3lowA_3m1bF,msa_t__ShallowMsa_011.npy,0.27,0.3,011
3lowA_3m1bF,msa_t__ShallowMsa_010.npy,0.27,0.18,010
3lowA_3m1bF,msa_t__ShallowMsa_004.npy,0.36,0.24,004
3lowA_3m1bF,msa_t__ShallowMsa_038.npy,0.14,0.02,038
3lowA_3m1bF,msa_t__ShallowMsa_062.npy,0.18,0.09,062
3lowA_3m1bF,msa_t__ShallowMsa_060.npy,0.18,0.05,060
3lowA_3m1bF,msa_t__ShallowMsa_048.npy,0.41,0.22,048
3lowA_3m1bF,msa_t__ShallowMsa_049.npy,0.18,0.3,049
3lowA_3m1bF,msa_t__ShallowMsa_061.npy,0.18,0.09,061
3lowA_3m1bF,msa_t__ShallowMsa_059.npy,0.09,0.01,059
3lowA_3m1bF,msa_t__ShallowMsa_058.npy,0.27,0.14,058
3lowA_3m1bF,msa_t__ShallowMsa_042.npy,0.36,0.18,042
3lowA_3m1bF,msa_t__ShallowMsa_056.npy,0.09,0.05,056
3lowA_3m1bF,msa_t__ShallowMsa_057.npy,0.23,0.1,057
3lowA_3m1bF,msa_t__ShallowMsa_043.npy,0.05,0.17,043
3lowA_3m1bF,msa_t__ShallowMsa_055.npy,0.32,0.07,055
3lowA_3m1bF,msa_t__ShallowMsa_041.npy,0.09,0.03,041
3lowA_3m1bF,msa_t__ShallowMsa_040.npy,0.23,0.19,040
3lowA_3m1bF,msa_t__ShallowMsa_054.npy,0.32,0.16,054
3lowA_3m1bF,msa_t__ShallowMsa_050.npy,0.14,0.06,050
3lowA_3m1bF,msa_t__ShallowMsa_044.npy,0.27,0.19,044
3lowA_3m1bF,msa_t__ShallowMsa_045.npy,0.23,0.05,045
3lowA_3m1bF,msa_t__ShallowMsa_051.npy,0.27,0.28,051
3lowA_3m1bF,msa_t__ShallowMsa_047.npy,0.14,0.11,047
3lowA_3m1bF,msa_t__ShallowMsa_053.npy,0.09,0.16,053
3lowA_3m1bF,msa_t__ShallowMsa_052.npy,0.18,0.21,052
3lowA_3m1bF,msa_t__ShallowMsa_046.npy,0.36,0.23,046
3lowA_3m1bF,msa_t__ShallowMsa_021.npy,0.27,0.23,021
3lowA_3m1bF,msa_t__ShallowMsa_035.npy,0.09,0.08,035
3lowA_3m1bF,msa_t__ShallowMsa_009.npy,0.18,0.17,009
3lowA_3m1bF,msa_t__ShallowMsa_008.npy,0.18,0.21,008
3lowA_3m1bF,msa_t__ShallowMsa_034.npy,0.32,0.13,034
